"収","THU","おさ.める, おさ.まる","シュウ","","0435200","押収:tịch thu,tước đoạt,sung công,tịch biên,bắt giữ <br>回収:sự thu hồi,sự thu lại,thu hồi,thu lại <br>吸収:sự hấp thụ","N2","5",",jlptkanji2,lesson7,",""
"授","THỤ","さず.ける, さず.かる","ジュ","","11101200","教授:sự giáo dục,giáo dục,giảng dạy <br>授かる:thu được,lĩnh được <br>授ける:truyền thụ <br>授業:buổi học <br>授業料:tiền học phí","N2","6",",jlptkanji2,lesson7,",""
"受","THỤ","う.ける, -う.け, う.かる","ジュ","","0838200","感受性:năng lực cảm thụ,tính cảm thụ,nhiễm <br>享受:sự hưởng thụ,hưởng thụ,nhận,hưởng <br>軸受け:cái đệm,trụ đỡ [bearing]","N2","7",",jlptkanji2,lesson7,",""
"酒","TỬU","さけ, さか-","シュ","","10221200","飲酒:Sự uống <br>居酒屋:tửu điếm <br>禁酒:cấm uống rượu <br>お酒:rượu,rượu sakê","N2","8",",jlptkanji2,lesson7,",""
"種","CHỦNG","たね, -ぐさ","シュ","","1473200","異種:phẩm loại <br>一種:một loại","N2","9",",jlptkanji2,lesson7,",""
"守","THỦ, THÚ","まも.る, まも.り, もり, -もり, かみ","シュ, ス","","0669200","看守:sự giam giữ,cai ngục,cai tù <br>見守る:trông nom <br>厳守:sự tuân thủ nghiêm ngặt,tuân thủ,chấp hành,tuân thủ nghiêm ngặt <br>攻守:sự công thủ,sự tấn công và phòng thủ,công thủ,tấn công và phòng thủ","N2","10",",jlptkanji2,lesson7,",""
"取","THỦ","と.る, と.り, と.り-, とり, -ど.り","シュ","","0837200","引取る:lấy lại,nhận <br>横取り:sự cưỡng đoạt,sự chiếm đoạt","N2","1",",jlptkanji2,lesson8,",""
"若","NHƯỢC","わか.い, わか-, も.しくわ, も.し, も.しくは","ジャク, ニャク, ニャ","","0896200","若い:choai choai <br>若さ:sự trẻ trung <br>若干:ít nhiều <br>若者:giới trẻ,lớp trẻ,người trẻ tuổi <br>若手:người tuổi trẻ sức lực cường tráng","N2","2",",jlptkanji2,lesson8,",""
"捨","XẢ","す.てる","シャ","","11100200","見捨てる:lìa bỏ <br>呼び捨て:cách gọi tên không gọi cả họ <br>四捨五入:sự làm tròn số (số thập phân),làm tròn số <br>取捨:sự chọn lọc","N2","3",",jlptkanji2,lesson8,",""
"実","THỰC","み, みの.る, まこと, まことに, みの, みち.る","ジツ, シツ","","0866200","忠実:sự trung thành <br>果実:quả <br>核実験:thử hạt nhân,thử nghiệm hạt nhân,thí nghiệm hạt nhân,cuộc thử nghiệm hạt nhân,cuộc thí nghiệm hạt nhân <br>確実:chính xác,chắc chắn <br>既成事実:đã thành sự thật,đã thành hiện thực,sự việc đã rồi,sự đã rồi","N2","4",",jlptkanji2,lesson8,",""
"湿","THẤP","しめ.る, しめ.す, うるお.う, うるお.す","シツ, シュウ","","12135200","陰湿:Lén lút,hiểm độc <br>湿る:ướt <br>湿気:hơi ẩm","N2","5",",jlptkanji2,lesson8,",""
"失","THẤT","うしな.う, う.せる","シツ","","0551200","栄養失調:suy dinh dưỡng <br>過失:điều sai lầm,lỗi,sự rủi ro <br>見失う:thất lạc,lạc mất,không nhìn thấy <br>失う:vong","N2","6",",jlptkanji2,lesson8,",""
"識","THỨC","","シキ","","1913200","意識:ý thức,tri giác <br>学識:tri thức,sự học rộng,sự uyên thâm,kiến thức,học thức <br>見識:kiến thức","N2","7",",jlptkanji2,lesson8,",""
"式","THỨC","","シキ","","0678200","格式:kiểu cách <br>株式:cổ phần,cổ phiếu <br>株式会社:công ty cổ phần <br>儀式:nghi thức,nghi lễ","N2","8",",jlptkanji2,lesson8,",""
"辞","TỪ","や.める, いな.む","ジ","","13163200","広辞苑:Từ điển quốc ngữ","N2","9",",jlptkanji2,lesson8,",""
"示","THỊ","しめ.す","ジ, シ","","05102200","暗示:sự ám thị,sự gợi ý <br>教示:chỉ giáo,hướng dẫn,giảng dạy <br>訓示:huấn thị","N2","10",",jlptkanji2,lesson8,",""
"治","TRỊ","おさ.める, おさ.まる, なお.る, なお.す","ジ, チ","","08173200","治まる:ngừng,yên <br>治める:trị <br>治安:trị an","N2","1",",jlptkanji2,lesson9,",""
"次","THỨ","つ.ぐ, つぎ","ジ, シ","","0698200","三次元:ba chiều <br>次いで:tiếp đến","N2","2",",jlptkanji2,lesson9,",""
"寺","TỰ","てら","ジ","","0671200","山寺:chùa trên núi <br>寺:chùa <br>寺院:thiền lâm <br>禅寺:chùa của phái thiền, thiền tự","N2","3",",jlptkanji2,lesson9,",""
"児","NHI","こ, -こ, -っこ","ジ, ニ, ゲイ","","0723200","遺児:Trẻ mồ côi <br>育児:sự chăm sóc trẻ <br>孤児院:nhà mồ côi","N2","4",",jlptkanji2,lesson9,",""
"似","TỰ","に.る, ひ.る","ジ","","0711200","酷似:sự giống nhau <br>似せる:mô phỏng <br>似る:giống <br>似顔:chân dung <br>似合い:hợp","N2","5",",jlptkanji2,lesson9,",""
"歯","XỈ","よわい, は, よわ.い, よわい.する","シ","","12239200","奥歯:răng cấm <br>義歯:răng giả <br>歯:răng <br>歯ブラシ:bàn chải đánh răng <br>歯医者:bác sĩ nha khoa,nha sĩ","N2","6",",jlptkanji2,lesson9,",""
"資","TƯ","","シ","","13143200","外資:vốn nước ngoài [foreign funds] <br>学資:chi phí giáo dục,học phí,tiền học phí <br>固定資産:vốn liếng <br>資格:tư cách","N2","7",",jlptkanji2,lesson9,",""
"誌","CHÍ","","シ","","14107200","雑誌:tập san <br>誌:tạp chí <br>誌上:trên tạp chí <br>書誌:thư mục [bibliography]","N2","8",",jlptkanji2,lesson9,",""
"詞","TỪ","","シ","","12203200","歌詞:ca từ,lời bài hát <br>誌面:trang tạp chí <br>形容詞:hình dung từ","N2","9",",jlptkanji2,lesson9,",""
"脂","CHI","あぶら","シ","","10198200","合成樹脂:nhựa tổng hợp <br>脂肪:mỡ <br>樹脂:nhựa,Nhựa cây","N2","10",",jlptkanji2,lesson9,",""
"糸","MỊCH","いと","シ","","06114200","蚕糸:tơ tằm <br>糸:chuỗi,hệ thống <br>生糸:tơ tằm,tơ <br>毛糸:sợi len,len","N2","1",",jlptkanji2,lesson10,",""
"枝","CHI","えだ","シ","","08151200","枯れ枝:cành khô <br>枝:nhánh cây <br>枝豆:đậu xanh <br>小枝:cành nhỏ <br>大枝:nhánh lớn,cành cây lớn,cành to,nhánh to,cành chính,nhánh chính,gậy to","N2","2",",jlptkanji2,lesson10,",""
"支","CHI","ささ.える, つか.える, か.う","シ","","0454200","気管支:khí quản <br>差し支える:gây cản trở,gây chướng ngại,gây trở ngại,cản trở <br>支援:chi viện <br>支給:cung cấp <br>支局:phân cục","N2","3",",jlptkanji2,lesson10,",""
"指","CHỈ","ゆび, さ.す, -さ.し","シ","","0990200","指:ngón tay <br>指し示す:chỉ ra [to indicate,to show,to point to] <br>指す:nhằm hướng","N2","4",",jlptkanji2,lesson10,",""
"志","CHÍ","こころざ.す, こころざし","シ, シリング","","07101200","意志:ý chí,mong muốn <br>志:ý chí,ước muốn,ý muốn,ước nguyện,ý nguyện <br>志す:ước muốn,ý muốn <br>志願:tự nguyện","N2","5",",jlptkanji2,lesson10,",""
"師","SƯ","","シ","","1056200","医師:bác sĩ <br>家庭教師:gia sư,giáo viên giảng dạy tại nhà <br>技師:kỹ sư","N2","6",",jlptkanji2,lesson10,",""
"史","SỬ","","シ","","0538200","国史:quốc sử <br>史学:sử học <br>史実:sử tích","N2","7",",jlptkanji2,lesson10,",""
"司","TƯ, TI, TY","つかさど.る","シ","","0539200","公司:Công ty,hãng (ở trung quốc) <br>行司:trọng tài Sumo <br>司会:hội đồng thành phố,chủ trì, dẫn chương trình, MC <br>司会者:người dẫn chương trình, MC","N2","8",",jlptkanji2,lesson10,",""
"刺","THÍCH","さ.す, さ.さる, さ.し, さし, とげ","シ","","0824200","刺さる:mắc,hóc <br>刺し殺す:đâm chết <br>刺す:xiên","N2","9",",jlptkanji2,lesson10,",""
"伺","TỨ","うかが.う","シ","","0710200","伺う:đến thăm <br>進退伺い:sự từ chức không có nghi thức (không chính thức)","N2","10",",jlptkanji2,lesson10,",""
"残","TÀN","のこ.る, のこ.す, そこな.う, のこ.り","ザン, サン","","10138200","残り:thặng số <br>残る:rơi rớt <br>残虐:bạo tàn","N2","1",",jlptkanji2,lesson11,",""
"賛","TOAN","たす.ける, たた.える","サン","","15103200","協賛:sự hiệp lực,sự giúp nhau,sự hợp lực,hiệp lực,hợp lực,giúp nhau <br>賛助:sự trợ giúp <br>賛成:sự tán thành","N2","2",",jlptkanji2,lesson11,",""
"算","TOÁN","そろ","サン","","1479200","暗算:tính nhẩm <br>演算:sự tính toán [operation] <br>加算:phép cộng <br>概算:sự tính toán sơ qua <br>換算:sự đổi,sự hoán đổi,hoán đổi,quy đổi về,quy về,quy đổi ra","N2","3",",jlptkanji2,lesson11,",""
"散","TẢN, TÁN","ち.る, ち.らす, -ち.らす, ち.らかす, ち.らかる, ばら","サン","","1297200","解散:sự giải tán,giải tán,sự giải thể,giải thể <br>拡散:sự khuyếch tán,sự lan rộng,sự phát tán,sự tăng nhanh <br>閑散:nhàn tản,vắng vẻ,rỗi,yên tĩnh,yên ả,thưa thớt,trầm lắng","N2","4",",jlptkanji2,lesson11,",""
"参","TAM, THAM","まい.る, まい-, まじわる, みつ","サン, シン","","0836200","降参:sự đầu hàng,sự bỏ cuộc","N2","5",",jlptkanji2,lesson11,",""
"皿","MÀNH","さら","ベイ","","0597200","灰皿:gạt tàn <br>お皿:đĩa <br>皿洗い:việc rửa chén bát <br>受け皿:đĩa nông,đĩa đựng <br>小皿:cái đĩa nhỏ,đĩa nhỏ","N2","6",",jlptkanji2,lesson11,",""
"雑","TẠP","まじ.える, まじ.る","ザツ, ゾウ","","14131200","混雑:hỗn tạp,tắc nghẽn <br>雑:sự tạp nham,tạp nham <br>雑音:tạp âm","N2","7",",jlptkanji2,lesson11,",""
"殺","SÁT, SÁI","ころ.す, -ごろ.し, そ.ぐ","サツ, サイ, セツ","","10141200","暗殺:sự ám sát <br>虐殺:sự thảm sát,thảm sát,sát hại dã man,tàn sát,tàn sát dã man","N2","8",",jlptkanji2,lesson11,",""
"札","TRÁT","ふだ","サツ","","0574200","改札:sự soát vé <br>札:tiền giấy,tờ,thẻ <br>札束:cuộn tiền <br>入札:sự đấu thầu <br>名札:thẻ","N2","9",",jlptkanji2,lesson11,",""
"察","SÁT","","サツ","","1413200","監察:Sự kiểm tra , sự thanh tra <br>観察:sự quan sát,quan sát,sự theo dõi,theo dõi,sự theo sát,theo sát <br>警察:cánh sát <br>警察署:sở cảnh sát,phòng cảnh sát,văn phòng cảnh sát,trạm cảnh sát","N2","10",",jlptkanji2,lesson11,",""
"刷","LOÁT","す.る, -ず.り, -ずり, は.く","サツ","","0823200","印刷:sự in ấn <br>印刷機:máy in <br>刷る:in <br>刷新:sự đổi mới,sự cách tân","N2","1",",jlptkanji2,lesson12,",""
"冊","SÁCH","ふみ","サツ, サク","","0515200","冊:tập <br>冊子:quyển sách nhỏ <br>短冊:mảnh giấy nhỏ, dài dùng để làm thơ <br>分冊:quyển,tập","N2","2",",jlptkanji2,lesson12,",""
"昨","TẠC","","サク","","0998200","昨今:ngày nay,gần đây <br>昨年:năm qua <br>昨晩:tối hôm qua","N2","3",",jlptkanji2,lesson12,",""
"咲","TIẾU","さ.く, -ざき","ショウ","","0928200","咲き乱れる:nở rộ <br>遅咲き:sự nở muộn <br>返咲き:sự quay trở lại,sự nở lại (hoa)","N2","4",",jlptkanji2,lesson12,",""
"坂","PHẢN","さか","ハン","","0759200","下り坂:dốc xuống,con dốc,đoạn dốc <br>坂:dốc <br>坂道:đường đèo,đường dốc,con dốc <br>上り坂:ngày càng tăng lên,đi lên","N2","5",",jlptkanji2,lesson12,",""
"財","TÀI","","ザイ, サイ, ゾク","","10214200","家財:gia tài <br>財:tài sản <br>財界:giới tài chính <br>財源:tài nguyên <br>財産:tiền của","N2","6",",jlptkanji2,lesson12,",""
"罪","TỘI","つみ","ザイ","","13109200","軽犯罪:sự phạm tội nhẹ,tội nhẹ <br>功罪:công và tội,lợi và hại,cái lợi và cái hại,mặt lợi và mặt hại <br>罪:tội ác,tội lỗi <br>罪悪:tội ác","N2","7",",jlptkanji2,lesson12,",""
"材","TÀI","","ザイ","","07126200","機材:phụ tùng máy,máy móc,thiết bị","N2","8",",jlptkanji2,lesson12,",""
"在","TẠI","あ.る","ザイ","","0657200","健在:sức khoẻ tốt,khoẻ mạnh <br>現在:bây giờ","N2","9",",jlptkanji2,lesson12,",""
"際","TẾ","きわ, -ぎわ","サイ","","1428200","交際:mối quan hệ,giao tế,giao du,tình bạn <br>交際費:phí tiếp khách,phí lễ tiết <br>国際:quốc tế <br>国際化:quốc tế hoá","N2","10",",jlptkanji2,lesson12,",""
"細","TẾ","ほそ.い, ほそ.る, こま.か, こま.かい","サイ","","11183200","細い:thon dài,mảnh mai <br>細か:nhỏ,vụn,nhỏ mọn,vụn vặt <br>細かい:cặn kẽ","N2","1",",jlptkanji2,lesson13,",""
"祭","TẾ","まつ.る, まつ.り, まつり","サイ","","11165200","慰霊祭:lễ tang,lễ cầu siêu cho linh hồn người chết <br>冠婚葬祭:bốn nghi thức  cổ quan trọng <br>祭壇:bệ thờ","N2","2",",jlptkanji2,lesson13,",""
"済","TẾ","す.む, -ず.み, -ずみ, す.まない, す.ます, -す.ます, すく.う, な.す, わたし, わた.る","サイ, セイ","","11135200","救済:sự cứu tế,sự cứu viện,sự trợ giúp,sự giúp đỡ <br>経済:nền kinh tế,kinh tế","N2","3",",jlptkanji2,lesson13,",""
"歳","TUẾ","とし, とせ, よわい","サイ, セイ","","1374200","歳月:tuế nguyệt,thời gian <br>歳暮:năm hết Tết đến","N2","4",",jlptkanji2,lesson13,",""
"採","THẢI","と.る","サイ","","1199200","採掘:khai mỏ <br>採決:sự bỏ phiếu <br>採算:lợi nhuận,lãi","N2","5",",jlptkanji2,lesson13,",""
"才","TÀI","","サイ","","0333200","鬼才:người có tài xuất chúng,sự thần thông quảng đại,thần đồng,tài năng <br>才人:tài nhân <br>才能:tài năng,năng khiếu","N2","6",",jlptkanji2,lesson13,",""
"妻","THÊ","つま","サイ","","0856200","愛妻:Vợ yêu,ái thê <br>稲妻:tia chớp <br>後妻:vợ kế <br>妻:vợ <br>妻子:vợ con,thê tử","N2","7",",jlptkanji2,lesson13,",""
"最","TỐI","もっと.も, つま","サイ, シュ","","12107200","最も:vô cùng,cực kỳ,cực độ <br>最悪:bét <br>最期:khoảnh khắc cuối cùng của người chết,phút hấp hối,phút lâm chung","N2","8",",jlptkanji2,lesson13,",""
"再","TÁI","ふたた.び","サイ, サ","","0628200","再び:lại,lại một lần nữa <br>再会:tái ngộ <br>再開:sự bắt đầu trở lại <br>再起:sự quay lại,sự hồi phục","N2","9",",jlptkanji2,lesson13,",""
"座","TỌA","すわ.る","ザ","","1060200","王座:bệ rồng <br>銀座:Ginza","N2","10",",jlptkanji2,lesson13,",""
"砂","SA","すな","サ, シャ","","09162200","黒砂糖:đường đen (chưa tinh chế) <br>砂:cát <br>砂岩:sa thạch,đá silicat <br>砂地:sa thổ","N2","1",",jlptkanji2,lesson14,",""
"査","TRA","","サ","","09109200","監査役:thành viên Ban kiểm soát <br>検査:sự kiểm tra,kiểm tra <br>考査:Kỳ thi,thi,thi tuyển <br>査察:sự điều tra <br>査証:viza","N2","2",",jlptkanji2,lesson14,",""
"差","SAI","さ.す, さ.し","サ","","1054200","雲泥の差:sự khác biệt rõ rệt,sự khác nhau như nước với lửa <br>格差:sự khác biệt,sự khác nhau,sự chênh lệch,khoảng cách <br>誤差:sai số,sự nhầm lẫn,giá trị sai lệch,sự sai lệch,sự sai sót,nhầm lẫn,sai lệch,sai sót","N2","3",",jlptkanji2,lesson14,",""
"混","HỖN","ま.じる, -ま.じり, ま.ざる, ま.ぜる, こ.む","コン","","11134200","混ぜ物:vật bị pha trộn <br>混血:máu lai <br>混合:tạp","N2","4",",jlptkanji2,lesson14,",""
"根","CĂN","ね, -ね","コン","","10129200","屋根:nóc nhà <br>禍根:tai ương,thảm họa,ảnh hưởng xấu <br>垣根:hàng rào <br>球根:củ,củ giống <br>根:rễ","N2","5",",jlptkanji2,lesson14,",""
"婚","HÔN","","コン","","1130200","冠婚葬祭:bốn nghi thức  cổ quan trọng <br>既婚:đã có gia đình,đã kết hôn,đã lập gia đình <br>結婚:cưới xin <br>結婚式:hôn lễ","N2","6",",jlptkanji2,lesson14,",""
"困","KHỐN","こま.る","コン","","0755200","困り果てる:vô cùng bối rối <br>困る:lúng túng <br>困窮:túng quẫn <br>困難:truân chuyên <br>困惑:sự bối rối","N2","7",",jlptkanji2,lesson14,",""
"込","đông đúc, chật","-こ.む, こ.む, こ.み, -こ.み, こ.める","","","0566200","意気込む:hứng chí <br>引っ込む:co lại,lõm vào rơi xuống","N2","8",",jlptkanji2,lesson14,",""
"骨","CỐT","ほね","コツ","","10229200","遺骨:tro cốt,hài cốt,di cốt <br>骨:cốt","N2","9",",jlptkanji2,lesson14,",""
"腰","YÊU","こし","ヨウ","","13121200","腰:eo lưng,hông <br>腰掛:cái ghế,chỗ để lưng","N2","10",",jlptkanji2,lesson14,",""
"告","CÁO","つ.げる","コク","","0748200","勧告:sự khuyến cáo,khuyến cáo <br>警告:sự cảnh cáo,sự khuyến cáo,sự khuyên răn,sự răn đe <br>原告:bên nguyên,nguyên cáo <br>公告:thông báo chung,thông cáo","N2","1",",jlptkanji2,lesson15,",""
"刻","KHẮC","きざ.む, きざ.み","コク","","0822200","一刻:một khắc,một giây <br>刻:vết xước <br>刻む:đục chạm","N2","2",",jlptkanji2,lesson15,",""
"号","HIỆU","さけ.ぶ, よびな","ゴウ","","0537200","暗号:ám hiệu,mật mã,mật hiệu <br>暗証番号:số mật khẩu [PIN,password number] <br>雅号:Bí danh,bút danh <br>記号:dấu","N2","3",",jlptkanji2,lesson15,",""
"香","HƯƠNG","か, かお.り, かお.る","コウ, キョウ","","09210200","香気:hương thơm ngát,hương thơm <br>香港:hương cảng <br>香辛料:gia vị,hương liệu,hương liệu làm gia vị,chất tạo hương,chất tạo mùi,chất tạo mùi hương <br>香水:nước hoa,dầu thơm","N2","4",",jlptkanji2,lesson15,",""
"降","GIÁNG, HÀNG","お.りる, お.ろす, ふ.る, ふ.り, くだ.る, くだ.す","コウ, ゴ","","1083200","以降:sau đó,từ sau đó,từ sau khi <br>降る:rơi (mưa),đổ (mưa) <br>下降:rơi xuống,tụt xuống","N2","5",",jlptkanji2,lesson15,",""
"鉱","KHÓANG","あらがね","コウ","","13159200","鉱山:mỏ <br>鉱床:sàng quặng <br>鉱石:nham thạch <br>鉱物:nham thạch","N2","6",",jlptkanji2,lesson15,",""
"郊","GIAO","","コウ","","0977200","近郊:ngoại ô,ngoại thành <br>郊外:đồng nội <br>南郊:Vùng ngoại ô ở phía Nam","N2","7",",jlptkanji2,lesson15,",""
"講","GIẢNG","","コウ","","1734200","休講:sự ngừng lên lớp,sự ngừng giảng dạy,ngừng lên lớp,nghỉ dạy <br>講演:diễn giảng <br>講義:giảng nghĩa <br>講座:bàn toán <br>講師:giảng viên","N2","8",",jlptkanji2,lesson15,",""
"荒","HOANG","あら.い, あら-, あ.れる, あ.らす, -あ.らし, すさ.む","コウ","","0963200","荒い:gấp gáp,dữ dội,khốc liệt,thô bạo <br>荒っぽい:thô lỗ,mạnh bạo,khiếp đảm <br>荒す:phá huỷ,gây thiệt hại,phá <br>荒れる:nứt nẻ (da),khô nẻ","N2","9",",jlptkanji2,lesson15,",""
"航","HÀNG","","コウ","","10203200","運航:sự hoạt động(tàu ,máy bay) <br>英国航空:Hãng hàng không Anh quốc <br>欠航:sự đình chỉ,sự hủy bỏ(dịch vụ) <br>航海:hàng hải <br>航空:hàng không","N2","10",",jlptkanji2,lesson15,",""
"肯","KHẲNG","がえんじ.る","コウ","","08202200","肯定:sự khẳng định","N2","1",",jlptkanji2,lesson16,",""
"耕","CANH","たがや.す","コウ","","10194200","耕す:cày bừa <br>耕作:canh tác <br>耕地:đất canh tác,đất nông nghiệp <br>農耕:việc canh nông,công việc đồng áng","N2","2",",jlptkanji2,lesson16,",""
"紅","HỒNG","べに, くれない, あか.い","コウ, ク","","09176200","口紅:ống son,thỏi son,son môi <br>紅海:Biển đỏ,Hồng Hải <br>紅茶:trà đen,hồng trà <br>紅梅:cây mai hồng,cây hồng mai","N2","3",",jlptkanji2,lesson16,",""
"硬","NGẠNH","かた.い","コウ","","12161200","肝硬変:sự xơ cứng gan,bệnh xơ gan,xơ gan <br>強硬:ngoan cường,cứng rắn,kiên quyết,mạnh mẽ,dứt khoát,kiên định <br>硬い:đờ <br>硬化:sự cứng lại,sự đông cứng lại <br>硬貨:tiền kim loại,đồng tiền","N2","4",",jlptkanji2,lesson16,",""
"港","CẢNG","みなと","コウ","","12133200","海港:hải cảng <br>寄港:cập cảng [call] <br>漁港:cảng cá <br>空港:sân bay,không cảng,phi trường","N2","5",",jlptkanji2,lesson16,",""
"構","CẤU","かま.える, かま.う","コウ","","kamaeru200","機構:cơ cấu,tổ chức,cơ quan <br>虚構:hư cấu <br>結構:kết cấu,cấu trúc","N2","6",",jlptkanji2,lesson16,",""
"更","CANH","さら, さら.に, ふ.ける, ふ.かす","コウ","","07123200","更ける:trở nên khuya (đêm),khuya khoắt,về khuya (đêm) <br>更に:hơn nữa,hơn hết,trên hết <br>更衣室:phòng thay quần áo,phòng thay đồ,phòng thay trang phục <br>更改:sự đổi mới,sự cải cách,đổi mới,cải cách,sửa đổi <br>更新:sự đổi mới,sự cập nhật,đổi mới,cập nhật","N2","7",",jlptkanji2,lesson16,",""
"康","KHANG","","コウ","","1146200","健康:sức khoẻ,tình trạng sức khoẻ <br>健康保険:bảo hiểm sức khoẻ <br>小康:thời kỳ tạm lắng, thời gian trì hoãn <br>不健康:sức khỏe yếu","N2","8",",jlptkanji2,lesson16,",""
"幸","HẠNH","さいわ.い, さち, しあわ.せ","コウ","","0878200","幸:sự may mắn,hạnh phúc <br>幸い:sự may,sự gặp may,sự may mắn <br>幸福:hạnh phúc,sự sung sướng,sung sướng,niềm hạnh phúc <br>不幸:số đen","N2","9",",jlptkanji2,lesson16,",""
"向","HƯỚNG","む.く, む.い, -む.き, む.ける, -む.け, む.かう, む.かい, む.こう, む.こう-, むこ, むか.い","コウ","","0647200","横向き:hướng xoay ngang [landscape orientation] <br>下向き:từ trên xuống [top-down] <br>傾向:lệch lạc","N2","10",",jlptkanji2,lesson16,",""
"厚","HẬU","あつ.い, あか","コウ","","0923200","厚さ:bề dày <br>厚紙:giấy bìa,giấy cứng,giấy dày","N2","1",",jlptkanji2,lesson17,",""
"効","HIỆU","き.く, ききめ, なら.う","コウ","","0828200","逆効果:hiệu quả trái lại,tác dụng ngược lại,tác dụng trái ngược,phản tác dụng <br>効果:có hiệu quả,có tác dụng <br>効能:công dụng","N2","2",",jlptkanji2,lesson17,",""
"公","CÔNG","おおやけ","コウ, ク","","0420200","公安:công an,an ninh,cảnh sát <br>公営:quản lý công,công cộng,thuộc nhà nước,quốc doanh <br>公益:công ích,lợi ích chung,lợi ích công cộng","N2","3",",jlptkanji2,lesson17,",""
"候","HẬU","そうろう","コウ","","1003200","気候:thủy thổ <br>居候:kẻ ăn bám,người ăn theo,kẻ ăn nhờ ở đậu <br>候補:sự ứng cử,ứng cử <br>症候:triệu chứng","N2","4",",jlptkanji2,lesson17,",""
"交","GIAO","まじ.わる, まじ.える, ま.じる, まじ.る, ま.ざる, ま.ぜる, -か.う, か.わす, かわ.す, こもごも","コウ","","0606200","外交:ngoại giao,sự ngoại giao <br>外交官:thuyết khách <br>交わる:giao nhau,cắt nhau,lẫn <br>交易:thương mại,buôn bán","N2","5",",jlptkanji2,lesson17,",""
"誤","NGỘ","あやま.る, -あやま.る","ゴ","","14106200","過誤:sai lầm,sơ suất,lỗi <br>誤り:nhầm,nhầm lẫn,lỗi <br>誤る:lầm lỗi","N2","6",",jlptkanji2,lesson17,",""
"御","NGỰ, NGỪ","おん-, お-, み-","ギョ, ゴ","","1251200","御化け:ma,ma quỷ <br>御金:Tiền","N2","7",",jlptkanji2,lesson17,",""
"互","HỖ","たが.い, かたみ.に","ゴ","","0410200","互い:cả hai bên,song phương <br>互いに:cùng nhau,lẫn nhau,với nhau <br>互換:tương thích [compatible (a-no)] <br>互助:sự hợp tác với nhau,sự giúp đỡ lẫn nhau","N2","8",",jlptkanji2,lesson17,",""
"雇","CỐ","やと.う","コ","","12228200","解雇:sự cho nghỉ việc,sự đuổi việc,sự sa thải,cho nghỉ việc,đuổi việc,sa thải <br>雇主:chủ lao động,chủ thuê lao động","N2","9",",jlptkanji2,lesson17,",""
"湖","HỒ","みずうみ","コ","","12132200","湖:hồ <br>湖沼:ao,đầm,hồ,ao đầm,ao hồ đầm phá,hồ đầm <br>湖水:nước hồ,nước ao hồ <br>湖畔:bờ hồ","N2","10",",jlptkanji2,lesson17,",""
"枯","KHÔ","か.れる, か.らす","コ","","09108200","栄枯:sự thăng trầm,cuộc đời gian truân <br>枯れる:héo queo <br>枯れ枝:cành khô <br>枯死:sự khô héo,sự chết khô (cây),khô héo,chết khô <br>枯木:cây khô,cây chết","N2","1",",jlptkanji2,lesson18,",""
"故","CỐ","ゆえ","コ","","0994200","縁故:duyên cớ <br>故に:do đó,kết quả là <br>故意:sự cố ý,sự chủ ý,sự cố tình,cố ý,chủ ý,cố tình <br>故国:cố quốc,nơi sinh,quê hương,quê nhà","N2","2",",jlptkanji2,lesson18,",""
"戸","HỘ","と","コ","","0452200","井戸:giếng","N2","3",",jlptkanji2,lesson18,",""
"庫","KHỐ","くら","コ, ク","","1059200","金庫:ngân khố <br>国庫:kho bạc nhà nước,quốc khố <br>在庫:tồn kho","N2","4",",jlptkanji2,lesson18,",""
"固","CỐ","かた.める, かた.まる, かた.まり, かた.い","コ","","0846200","頑固:sự ngoan cố,ngoan cố,sự bảo thủ,bảo thủ,sự cố chấp,cố chấp <br>凝固:sự đông,đông (máu...),sự ngưng kết,sự ngưng đọng,sự đông lại,sự rắn lại,sự đặc lại,sự ngưng tụ <br>禁固:ngục hình <br>固い:cứng,chắc,cứng rắn,vững chắc,rắn chắc <br>堅固:sự vững chắc,sự vững vàng,sự kiên định,sự cứng rắn","N2","5",",jlptkanji2,lesson18,",""
"呼","HÔ","よ.ぶ","コ","","0841200","歓呼:Sự tung hô <br>呼びかける:kêu gọi","N2","6",",jlptkanji2,lesson18,",""
"個","CÁ","","コ, カ","","1002200","個室:tư gia <br>個人:cá nhân,cá thể","N2","7",",jlptkanji2,lesson18,",""
"限","HẠN","かぎ.る, かぎ.り, -かぎ.り","ゲン","","0974200","下限:giới hạn dưới [lower limit] <br>期限:kỳ hạn <br>極限:cực hạn,giới hạn cuối cùng,cực điểm,tối đa <br>権限:quyền hạn,thẩm quyền,quyền <br>限り:giới hạn,hạn chế,hạn","N2","8",",jlptkanji2,lesson18,",""
"現","HIỆN","あらわ.れる, あらわ.す うつつ うつ.つ","ゲン","","11152200","現わす:thể hiện,biểu hiện,cho thấy,làm cho xuất hiện,bộc lộ,xuất hiện,cho biết <br>現に:thực sự là,thực tế là,thực sự,thật sự,thực tế <br>現況:tình hình hiện tại,tình hình lúc này,hiện trạng,tình trạng hiện nay,tình trạng hiện tại,tình hình hiện nay,tình trạng","N2","9",",jlptkanji2,lesson18,",""
"減","GIẢM","へ.る, へ.らす","ゲン","","12131200","加減:sự giảm nhẹ,sự tăng giảm,sự điều chỉnh <br>軽減:sự giảm nhẹ <br>減らす:xuống <br>減る:sút đi","N2","10",",jlptkanji2,lesson18,",""
