name,description,type,level,sort,lessonNum,hoursForLearn,usedNum,recommendNum,lesson,subLesson,sort,useModule,useCollection,dataExtractCondition
"","","","","","","","","","Bài 13","Ngữ pháp","1023","grammar","grammar","{'level': 'N2', 'tag' : {'contains':',BSEGrammar,lesson13,'}}"
"","","","","","","","","","Bài 14","Ngữ pháp","1024","grammar","grammar","{'level': 'N2', 'tag' : {'contains':',BSEGrammar,lesson14,'}}"
"","","","","","","","","","Bài 15","Ngữ pháp","1025","grammar","grammar","{'level': 'N2', 'tag' : {'contains':',BSEGrammar,lesson15,'}}"
"","","","","","","","","","Bài 16","Ngữ pháp","1026","grammar","grammar","{'level': 'N2', 'tag' : {'contains':',BSEGrammar,lesson16,'}}"
"","","","","","","","","","Bài 17","Ngữ pháp","1027","grammar","grammar","{'level': 'N2', 'tag' : {'contains':',BSEGrammar,lesson17,'}}"
"","","","","","","","","","Bài 18","Ngữ pháp","1028","grammar","grammar","{'level': 'N2', 'tag' : {'contains':',BSEGrammar,lesson18,'}}"
"","","","","","","","","","Bài 19","Ngữ pháp","1029","grammar","grammar","{'level': 'N2', 'tag' : {'contains':',BSEGrammar,lesson19,'}}"
"","","","","","","","","","Bài 20","Ngữ pháp","1030","grammar","grammar","{'level': 'N2', 'tag' : {'contains':',BSEGrammar,lesson20,'}}"
"","","","","","","","","","Bài 21","Ngữ pháp","1031","grammar","grammar","{'level': 'N2', 'tag' : {'contains':',BSEGrammar,lesson21,'}}"
"","","","","","","","","","Bài 22","Ngữ pháp","1032","grammar","grammar","{'level': 'N2', 'tag' : {'contains':',BSEGrammar,lesson22,'}}"
"","","","","","","","","","Bài 23","Ngữ pháp","1033","grammar","grammar","{'level': 'N2', 'tag' : {'contains':',BSEGrammar,lesson23,'}}"
"","","","","","","","","","Bài 24","Ngữ pháp","1034","grammar","grammar","{'level': 'N2', 'tag' : {'contains':',BSEGrammar,lesson24,'}}"
"","","","","","","","","","Bài 25","Ngữ pháp","1035","grammar","grammar","{'level': 'N2', 'tag' : {'contains':',BSEGrammar,lesson25,'}}"
"","","","","","","","","","Bài 26","Ngữ pháp","1036","grammar","grammar","{'level': 'N2', 'tag' : {'contains':',BSEGrammar,lesson26,'}}"
"","","","","","","","","","Bài 27","Ngữ pháp","1037","grammar","grammar","{'level': 'N2', 'tag' : {'contains':',BSEGrammar,lesson27,'}}"
"","","","","","","","","","Bài 28","Ngữ pháp","1038","grammar","grammar","{'level': 'N2', 'tag' : {'contains':',BSEGrammar,lesson28,'}}"
"","","","","","","","","","Bài 29","Ngữ pháp","1039","grammar","grammar","{'level': 'N2', 'tag' : {'contains':',BSEGrammar,lesson29,'}}"
"","","","","","","","","","Bài 30","Ngữ pháp","1040","grammar","grammar","{'level': 'N2', 'tag' : {'contains':',BSEGrammar,lesson30,'}}"
"","","","","","","","","","Bài 31","Ngữ pháp","1041","grammar","grammar","{'level': 'N2', 'tag' : {'contains':',BSEGrammar,lesson31,'}}"
"","","","","","","","","","Bài 32","Ngữ pháp","1042","grammar","grammar","{'level': 'N2', 'tag' : {'contains':',BSEGrammar,lesson32,'}}"
"","","","","","","","","","Bài 33","Ngữ pháp","1043","grammar","grammar","{'level': 'N2', 'tag' : {'contains':',BSEGrammar,lesson33,'}}"
"","","","","","","","","","Bài 34","Ngữ pháp","1044","grammar","grammar","{'level': 'N2', 'tag' : {'contains':',BSEGrammar,lesson34,'}}"
"","","","","","","","","","Bài 35","Ngữ pháp","1045","grammar","grammar","{'level': 'N2', 'tag' : {'contains':',BSEGrammar,lesson35,'}}"
"Speech N4","Luyện nói level N4","speech","N4","2500","50","50","","","Bài 1","自己紹介","1046","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson1,'}}"
"","","","","","","","","","Bài 2","それは何ですか？","1047","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson2,'}}"
"","","","","","","","","","Bài 3","はい、わかりました","1048","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson3,'}}"
"","","","","","","","","","Bài 4","いま、何時ですか？","1049","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson4,'}}"
"","","","","","","","","","Bài 5","一緒に帰りませんか？ ","1050","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson5,'}}"
"","","","","","","","","","Bài 6","銀⾏に⾏ってから、会社に来ます","1051","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson6,'}}"
"","","","","","","","","","Bài 7","口座を開きたいんですが… ","1052","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson7,'}}"
"","","","","","","","","","Bài 8","どうしよう… ","1053","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson8,'}}"
"","","","","","","","","","Bài 9","山田さんはいらっしゃいますか？ ","1054","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson9,'}}"
"","","","","","","","","","Bài 10","いつもお世話になっております ","1055","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson10,'}}"
"","","","","","","","","","Bài 11","誰と⾏くんですか？ ","1056","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson11,'}}"
"","","","","","","","","","Bài 12","へえ    それは便利ですね ","1057","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson12,'}}"
"","","","","","","","","","Bài 13","静かにしてください ","1058","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson13,'}}"
"","","","","","","","","","Bài 14","ただいま戻りました ","1059","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson14,'}}"
"","","","","","","","","","Bài 15","どうしてこの会社を選んだんですか？ ","1060","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson15,'}}"
"","","","","","","","","","Bài 16","僕は料理の上手な人が好きです ","1061","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson16,'}}"
"","","","","","","","","","Bài 17","パソコンが欲しいんです ","1062","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson17,'}}"
"","","","","","","","","","Bài 18","秋葉原には、どう⾏けばいいですか？","1063","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson18,'}}"
"","","","","","","","","","Bài 19","いま来たところ ","1064","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson19,'}}"
"","","","","","","","","","Bài 20","いらっしゃいませ ","1065","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson20,'}}"
"","","","","","","","","","Bài 21","どちらがおすすめですか？ ","1066","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson21,'}}"
"","","","","","","","","","Bài 22","お持ち帰りになりますか？ ","1067","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson22,'}}"
"","","","","","","","","","Bài 23","ランチにはコーヒーか紅茶がつきます","1068","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson23,'}}"
"","","","","","","","","","Bài 24","アツアツでおいしかったね ","1069","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson24,'}}"
"","","","","","","","","","Bài 25","駅前でもらったの ","1070","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson25,'}}"
"","","","","","","","","","Bài 26","おかげさまで ","1071","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson26,'}}"
"","","","","","","","","","Bài 27","風邪を引いたみたいです ","1072","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson27,'}}"
"","","","","","","","","","Bài 28","どうしましたか？ ","1073","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson28,'}}"
"","","","","","","","","","Bài 29","１日に３回飲んでください ","1074","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson29,'}}"
"","","","","","","","","","Bài 30","面白いアイデアだと思いますよ ","1075","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson30,'}}"
"","","","","","","","","","Bài 31","もう一度やってみます","1076","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson31,'}}"
"","","","","","","","","","Bài 32","モニター調査をしてはいかがでしょうか？ ","1077","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson32,'}}"
"","","","","","","","","","Bài 33","山田さんに⾒てもらってください","1078","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson33,'}}"
"","","","","","","","","","Bài 34","今日は燃えるごみの日ですよ ","1079","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson34,'}}"
"","","","","","","","","","Bài 35","小学校に集合です ","1080","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson35,'}}"
"","","","","","","","","","Bài 36","カットですね ","1081","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson36,'}}"
"","","","","","","","","","Bài 37","いい天気になりましたね","1082","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson37,'}}"
"","","","","","","","","","Bài 38","地震が起きたら、どうしたらいいですか？","1083","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson38,'}}"
"","","","","","","","","","Bài 39","おじゃまします ","1084","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson39,'}}"
"","","","","","","","","","Bài 40","休みの日は何をしているんですか？","1085","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson40,'}}"
"","","","","","","","","","Bài 41","そろそろ ","1086","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson41,'}}"
"","","","","","","","","","Bài 42","申し訳ございません ","1087","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson42,'}}"
"","","","","","","","","","Bài 43","気を引き締めるように","1088","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson43,'}}"
"","","","","","","","","","Bài 44","誠心誠意 ","1089","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson44,'}}"
"","","","","","","","","","Bài 45","元気ないね","1090","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson45,'}}"
"","","","","","","","","","Bài 46","登ったことがある ","1091","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson45,'}}"
"","","","","","","","","","Bài 47","お茶はよく飲まれています ","1092","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson47,'}}"
"","","","","","","","","","Bài 48","海が⾒えます ","1093","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson48,'}}"
"","","","","","","","","","Bài 49","裸の付き合い  ","1094","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson49,'}}"
"","","","","","","","","","Bài 50","これで一人前ね ","1095","speech","sentence","{'level': 'N4', 'tag' : {'contains':',speechN4,lesson50,'}}"
"Các tính từ N2 thường dùng","Các tính từ thường trong N2","vocabulary","N2","4104","19","19","","","Bài 1","Từ vựng","1096","vocabulary/lesson","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson1,'}}"
"","","","","","","","","","Bài 1","Luyện tập","1097","vocabulary/practice","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson1,'}}"
"","","","","","","","","","Bài 2","Từ vựng","1098","vocabulary/lesson","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson2,'}}"
"","","","","","","","","","Bài 2","Luyện tập","1099","vocabulary/practice","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson2,'}}"
"","","","","","","","","","Bài 3","Từ vựng","1100","vocabulary/lesson","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson3,'}}"
"","","","","","","","","","Bài 3","Luyện tập","1101","vocabulary/practice","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson3,'}}"
"","","","","","","","","","Bài 4","Từ vựng","1102","vocabulary/lesson","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson4,'}}"
"","","","","","","","","","Bài 4","Luyện tập","1103","vocabulary/practice","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson4,'}}"
"","","","","","","","","","Bài 5","Từ vựng","1104","vocabulary/lesson","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson5,'}}"
"","","","","","","","","","Bài 5","Luyện tập","1105","vocabulary/practice","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson5,'}}"
"","","","","","","","","","Bài 6","Từ vựng","1106","vocabulary/lesson","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson6,'}}"
"","","","","","","","","","Bài 6","Luyện tập","1107","vocabulary/practice","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson6,'}}"
"","","","","","","","","","Bài 7","Từ vựng","1108","vocabulary/lesson","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson7,'}}"
"","","","","","","","","","Bài 7","Luyện tập","1109","vocabulary/practice","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson7,'}}"
"","","","","","","","","","Bài 8","Từ vựng","1110","vocabulary/lesson","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson8,'}}"
"","","","","","","","","","Bài 8","Luyện tập","1111","vocabulary/practice","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson8,'}}"
"","","","","","","","","","Bài 9","Từ vựng","1112","vocabulary/lesson","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson9,'}}"
"","","","","","","","","","Bài 9","Luyện tập","1113","vocabulary/practice","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson9,'}}"
"","","","","","","","","","Bài 10","Từ vựng","1114","vocabulary/lesson","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson10,'}}"
"","","","","","","","","","Bài 10","Luyện tập","1115","vocabulary/practice","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson10,'}}"
"","","","","","","","","","Bài 11","Từ vựng","1116","vocabulary/lesson","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson11,'}}"
"","","","","","","","","","Bài 11","Luyện tập","1117","vocabulary/practice","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson11,'}}"
"","","","","","","","","","Bài 12","Từ vựng","1118","vocabulary/lesson","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson12,'}}"
"","","","","","","","","","Bài 12","Luyện tập","1119","vocabulary/practice","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson12,'}}"
"","","","","","","","","","Bài 13","Từ vựng","1120","vocabulary/lesson","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson13,'}}"
"","","","","","","","","","Bài 13","Luyện tập","1121","vocabulary/practice","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson13,'}}"
"","","","","","","","","","Bài 14","Từ vựng","1122","vocabulary/lesson","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson14,'}}"
"","","","","","","","","","Bài 14","Luyện tập","1123","vocabulary/practice","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson14,'}}"
"","","","","","","","","","Bài 15","Từ vựng","1124","vocabulary/lesson","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson15,'}}"
"","","","","","","","","","Bài 15","Luyện tập","1125","vocabulary/practice","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson15,'}}"
"","","","","","","","","","Bài 16","Từ vựng","1126","vocabulary/lesson","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson16,'}}"
"","","","","","","","","","Bài 16","Luyện tập","1127","vocabulary/practice","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson16,'}}"
"","","","","","","","","","Bài 17","Từ vựng","1128","vocabulary/lesson","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson17,'}}"
"","","","","","","","","","Bài 17","Luyện tập","1129","vocabulary/practice","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson17,'}}"
"","","","","","","","","","Bài 18","Từ vựng","1130","vocabulary/lesson","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson18,'}}"
"","","","","","","","","","Bài 18","Luyện tập","1131","vocabulary/practice","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson18,'}}"
"","","","","","","","","","Bài 19","Từ vựng","1132","vocabulary/lesson","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson19,'}}"
"","","","","","","","","","Bài 19","Luyện tập","1133","vocabulary/practice","vocabulary","{'level': 'N1', 'tag' : {'contains':',200tinhtu,lesson19,'}}"
"Các phó từ N2 thường dùng","Các phó từ thường dùng trong N2","vocabulary","N2","4105","12","12","","","Bài 1","Từ vựng","1134","vocabulary/lesson","vocabulary","{'level': 'N1', 'tag' : {'contains':',120photu,lesson1,'}}"
"","","","","","","","","","Bài 1","Luyện tập","1135","vocabulary/practice","vocabulary","{'level': 'N1', 'tag' : {'contains':',120photu,lesson1,'}}"
"","","","","","","","","","Bài 2","Từ vựng","1136","vocabulary/lesson","vocabulary","{'level': 'N1', 'tag' : {'contains':',120photu,lesson2,'}}"
"","","","","","","","","","Bài 2","Luyện tập","1137","vocabulary/practice","vocabulary","{'level': 'N1', 'tag' : {'contains':',120photu,lesson2,'}}"
"","","","","","","","","","Bài 3","Từ vựng","1138","vocabulary/lesson","vocabulary","{'level': 'N1', 'tag' : {'contains':',120photu,lesson3,'}}"
"","","","","","","","","","Bài 3","Luyện tập","1139","vocabulary/practice","vocabulary","{'level': 'N1', 'tag' : {'contains':',120photu,lesson3,'}}"
"","","","","","","","","","Bài 4","Từ vựng","1140","vocabulary/lesson","vocabulary","{'level': 'N1', 'tag' : {'contains':',120photu,lesson4,'}}"
"","","","","","","","","","Bài 4","Luyện tập","1141","vocabulary/practice","vocabulary","{'level': 'N1', 'tag' : {'contains':',120photu,lesson4,'}}"
"","","","","","","","","","Bài 5","Từ vựng","1142","vocabulary/lesson","vocabulary","{'level': 'N1', 'tag' : {'contains':',120photu,lesson5,'}}"
